Main,,Sukupuolet yhteensä,,,,,,,,,Miehet,,,,,,,,,Naiset,,,,,,,,
Taustamaanosa,Syntyperä,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON,TAUSTAMAA YHTEENSÄ,Suomi,ULKOMAATAUSTAISET YHTEENSÄ,MUUT EU(27)MAAT,MUU EUROOPPA,AFRIKKA,AMERIKKA,AASIA ja OSEANIA,TUNTEMATON
,Syntyperältään ulkomaalainen yhteensä,519,0,519,239,188,8,8,60,16,261,0,261,144,77,7,3,23,7,258,0,258,95,111,1,5,37,9
,Ensimmäisen polven ulkomaalainen,454,0,454,211,166,8,7,53,9,232,0,232,134,66,7,3,18,4,222,0,222,77,100,1,4,35,5
,Toisen polven ulkomaalainen,65,0,65,28,22,0,1,7,7,29,0,29,10,11,0,0,5,3,36,0,36,18,11,0,1,2,4
Siuntio - Sjundeå,Väestö yhteensä,6148,5935,213,108,62,8,9,22,4,3116,2988,128,68,37,6,3,11,3,3032,2947,85,40,25,2,6,11,1
,Syntyperältään suomalainen yhteensä,5935,5935,0,0,0,0,0,0,0,2988,2988,0,0,0,0,0,0,0,2947,2947,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5855,5855,0,0,0,0,0,0,0,2948,2948,0,0,0,0,0,0,0,2907,2907,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",80,80,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,213,0,213,108,62,8,9,22,4,128,0,128,68,37,6,3,11,3,85,0,85,40,25,2,6,11,1
,Ensimmäisen polven ulkomaalainen,192,0,192,103,47,8,9,22,3,113,0,113,65,26,6,3,11,2,79,0,79,38,21,2,6,11,1
,Toisen polven ulkomaalainen,21,0,21,5,15,0,0,0,1,15,0,15,3,11,0,0,0,1,6,0,6,2,4,0,0,0,0
Sodankylä,Väestö yhteensä,8806,8726,80,32,33,1,0,6,8,4574,4538,36,18,12,0,0,2,4,4232,4188,44,14,21,1,0,4,4
,Syntyperältään suomalainen yhteensä,8726,8726,0,0,0,0,0,0,0,4538,4538,0,0,0,0,0,0,0,4188,4188,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8645,8645,0,0,0,0,0,0,0,4499,4499,0,0,0,0,0,0,0,4146,4146,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",81,81,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,80,0,80,32,33,1,0,6,8,36,0,36,18,12,0,0,2,4,44,0,44,14,21,1,0,4,4
,Ensimmäisen polven ulkomaalainen,71,0,71,30,32,1,0,6,2,31,0,31,17,12,0,0,2,0,40,0,40,13,20,1,0,4,2
,Toisen polven ulkomaalainen,9,0,9,2,1,0,0,0,6,5,0,5,1,0,0,0,0,4,4,0,4,1,1,0,0,0,2
Soini,Väestö yhteensä,2360,2340,20,5,9,1,0,2,3,1197,1192,5,1,4,0,0,0,0,1163,1148,15,4,5,1,0,2,3
,Syntyperältään suomalainen yhteensä,2340,2340,0,0,0,0,0,0,0,1192,1192,0,0,0,0,0,0,0,1148,1148,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2332,2332,0,0,0,0,0,0,0,1189,1189,0,0,0,0,0,0,0,1143,1143,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",8,8,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,20,0,20,5,9,1,0,2,3,5,0,5,1,4,0,0,0,0,15,0,15,4,5,1,0,2,3
,Ensimmäisen polven ulkomaalainen,18,0,18,5,8,1,0,2,2,4,0,4,1,3,0,0,0,0,14,0,14,4,5,1,0,2,2
,Toisen polven ulkomaalainen,2,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Somero,Väestö yhteensä,9268,9050,218,114,69,5,1,18,11,4600,4482,118,63,39,2,1,8,5,4668,4568,100,51,30,3,0,10,6
,Syntyperältään suomalainen yhteensä,9050,9050,0,0,0,0,0,0,0,4482,4482,0,0,0,0,0,0,0,4568,4568,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",9021,9021,0,0,0,0,0,0,0,4470,4470,0,0,0,0,0,0,0,4551,4551,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",29,29,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,218,0,218,114,69,5,1,18,11,118,0,118,63,39,2,1,8,5,100,0,100,51,30,3,0,10,6
,Ensimmäisen polven ulkomaalainen,195,0,195,100,63,5,1,17,9,105,0,105,55,36,2,1,8,3,90,0,90,45,27,3,0,9,6
,Toisen polven ulkomaalainen,23,0,23,14,6,0,0,1,2,13,0,13,8,3,0,0,0,2,10,0,10,6,3,0,0,1,0
Sonkajärvi,Väestö yhteensä,4600,4568,32,5,19,2,1,4,1,2407,2393,14,4,6,2,0,2,0,2193,2175,18,1,13,0,1,2,1
,Syntyperältään suomalainen yhteensä,4568,4568,0,0,0,0,0,0,0,2393,2393,0,0,0,0,0,0,0,2175,2175,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4553,4553,0,0,0,0,0,0,0,2388,2388,0,0,0,0,0,0,0,2165,2165,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",15,15,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,32,0,32,5,19,2,1,4,1,14,0,14,4,6,2,0,2,0,18,0,18,1,13,0,1,2,1
,Ensimmäisen polven ulkomaalainen,32,0,32,5,19,2,1,4,1,14,0,14,4,6,2,0,2,0,18,0,18,1,13,0,1,2,1
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotkamo,Väestö yhteensä,10697,10518,179,23,119,2,14,15,6,5293,5212,81,18,46,1,6,6,4,5404,5306,98,5,73,1,8,9,2
,Syntyperältään suomalainen yhteensä,10518,10518,0,0,0,0,0,0,0,5212,5212,0,0,0,0,0,0,0,5306,5306,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",10470,10470,0,0,0,0,0,0,0,5187,5187,0,0,0,0,0,0,0,5283,5283,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",48,48,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,179,0,179,23,119,2,14,15,6,81,0,81,18,46,1,6,6,4,98,0,98,5,73,1,8,9,2
,Ensimmäisen polven ulkomaalainen,159,0,159,22,106,2,13,14,2,67,0,67,18,36,1,6,5,1,92,0,92,4,70,1,7,9,1
,Toisen polven ulkomaalainen,20,0,20,1,13,0,1,1,4,14,0,14,0,10,0,0,1,3,6,0,6,1,3,0,1,0,1
Sottunga,Väestö yhteensä,103,94,9,8,0,0,0,0,1,52,47,5,4,0,0,0,0,1,51,47,4,4,0,0,0,0,0
,Syntyperältään suomalainen yhteensä,94,94,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",92,92,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,9,0,9,8,0,0,0,0,1,5,0,5,4,0,0,0,0,1,4,0,4,4,0,0,0,0,0
,Ensimmäisen polven ulkomaalainen,8,0,8,8,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,0,4,4,0,0,0,0,0
,Toisen polven ulkomaalainen,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sulkava,Väestö yhteensä,2876,2833,43,14,21,2,0,4,2,1447,1424,23,11,7,2,0,1,2,1429,1409,20,3,14,0,0,3,0
,Syntyperältään suomalainen yhteensä,2833,2833,0,0,0,0,0,0,0,1424,1424,0,0,0,0,0,0,0,1409,1409,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",2825,2825,0,0,0,0,0,0,0,1420,1420,0,0,0,0,0,0,0,1405,1405,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",8,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,43,0,43,14,21,2,0,4,2,23,0,23,11,7,2,0,1,2,20,0,20,3,14,0,0,3,0
,Ensimmäisen polven ulkomaalainen,41,0,41,14,20,2,0,4,1,21,0,21,11,6,2,0,1,1,20,0,20,3,14,0,0,3,0
,Toisen polven ulkomaalainen,2,0,2,0,1,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Sund,Väestö yhteensä,1032,950,82,63,5,0,4,8,2,533,492,41,34,4,0,0,2,1,499,458,41,29,1,0,4,6,1
,Syntyperältään suomalainen yhteensä,950,950,0,0,0,0,0,0,0,492,492,0,0,0,0,0,0,0,458,458,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",919,919,0,0,0,0,0,0,0,472,472,0,0,0,0,0,0,0,447,447,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",31,31,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,82,0,82,63,5,0,4,8,2,41,0,41,34,4,0,0,2,1,41,0,41,29,1,0,4,6,1
,Ensimmäisen polven ulkomaalainen,78,0,78,60,5,0,4,8,1,40,0,40,33,4,0,0,2,1,38,0,38,27,1,0,4,6,0
,Toisen polven ulkomaalainen,4,0,4,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,3,2,0,0,0,0,1
Suomenniemi,Väestö yhteensä,784,768,16,4,8,0,0,4,0,413,408,5,1,4,0,0,0,0,371,360,11,3,4,0,0,4,0
,Syntyperältään suomalainen yhteensä,768,768,0,0,0,0,0,0,0,408,408,0,0,0,0,0,0,0,360,360,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",766,766,0,0,0,0,0,0,0,406,406,0,0,0,0,0,0,0,360,360,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,16,0,16,4,8,0,0,4,0,5,0,5,1,4,0,0,0,0,11,0,11,3,4,0,0,4,0
,Ensimmäisen polven ulkomaalainen,16,0,16,4,8,0,0,4,0,5,0,5,1,4,0,0,0,0,11,0,11,3,4,0,0,4,0
,Toisen polven ulkomaalainen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suomussalmi,Väestö yhteensä,8943,8793,150,11,131,1,0,4,3,4585,4532,53,8,42,1,0,0,2,4358,4261,97,3,89,0,0,4,1
,Syntyperältään suomalainen yhteensä,8793,8793,0,0,0,0,0,0,0,4532,4532,0,0,0,0,0,0,0,4261,4261,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",8746,8746,0,0,0,0,0,0,0,4503,4503,0,0,0,0,0,0,0,4243,4243,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",47,47,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,150,0,150,11,131,1,0,4,3,53,0,53,8,42,1,0,0,2,97,0,97,3,89,0,0,4,1
,Ensimmäisen polven ulkomaalainen,141,0,141,10,126,1,0,3,1,48,0,48,7,40,1,0,0,0,93,0,93,3,86,0,0,3,1
,Toisen polven ulkomaalainen,9,0,9,1,5,0,0,1,2,5,0,5,1,2,0,0,0,2,4,0,4,0,3,0,0,1,0
Suonenjoki,Väestö yhteensä,7577,7447,130,38,62,14,1,8,7,3765,3717,48,17,20,5,0,1,5,3812,3730,82,21,42,9,1,7,2
,Syntyperältään suomalainen yhteensä,7447,7447,0,0,0,0,0,0,0,3717,3717,0,0,0,0,0,0,0,3730,3730,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",7419,7419,0,0,0,0,0,0,0,3701,3701,0,0,0,0,0,0,0,3718,3718,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",28,28,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,130,0,130,38,62,14,1,8,7,48,0,48,17,20,5,0,1,5,82,0,82,21,42,9,1,7,2
,Ensimmäisen polven ulkomaalainen,122,0,122,37,58,14,1,5,7,43,0,43,16,17,5,0,0,5,79,0,79,21,41,9,1,5,2
,Toisen polven ulkomaalainen,8,0,8,1,4,0,0,3,0,5,0,5,1,3,0,0,1,0,3,0,3,0,1,0,0,2,0
Sysmä,Väestö yhteensä,4261,4192,69,44,20,0,1,3,1,2069,2039,30,22,6,0,1,0,1,2192,2153,39,22,14,0,0,3,0
,Syntyperältään suomalainen yhteensä,4192,4192,0,0,0,0,0,0,0,2039,2039,0,0,0,0,0,0,0,2153,2153,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4189,4189,0,0,0,0,0,0,0,2038,2038,0,0,0,0,0,0,0,2151,2151,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,69,0,69,44,20,0,1,3,1,30,0,30,22,6,0,1,0,1,39,0,39,22,14,0,0,3,0
,Ensimmäisen polven ulkomaalainen,64,0,64,40,19,0,1,3,1,29,0,29,21,6,0,1,0,1,35,0,35,19,13,0,0,3,0
,Toisen polven ulkomaalainen,5,0,5,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,4,3,1,0,0,0,0
Säkylä,Väestö yhteensä,4673,4598,75,22,46,0,0,5,2,2299,2264,35,12,21,0,0,1,1,2374,2334,40,10,25,0,0,4,1
,Syntyperältään suomalainen yhteensä,4598,4598,0,0,0,0,0,0,0,2264,2264,0,0,0,0,0,0,0,2334,2334,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4578,4578,0,0,0,0,0,0,0,2251,2251,0,0,0,0,0,0,0,2327,2327,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",20,20,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,75,0,75,22,46,0,0,5,2,35,0,35,12,21,0,0,1,1,40,0,40,10,25,0,0,4,1
,Ensimmäisen polven ulkomaalainen,69,0,69,20,43,0,0,4,2,33,0,33,12,19,0,0,1,1,36,0,36,8,24,0,0,3,1
,Toisen polven ulkomaalainen,6,0,6,2,3,0,0,1,0,2,0,2,0,2,0,0,0,0,4,0,4,2,1,0,0,1,0
Taipalsaari,Väestö yhteensä,4855,4712,143,17,108,1,3,9,5,2469,2401,68,11,49,1,2,2,3,2386,2311,75,6,59,0,1,7,2
,Syntyperältään suomalainen yhteensä,4712,4712,0,0,0,0,0,0,0,2401,2401,0,0,0,0,0,0,0,2311,2311,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4691,4691,0,0,0,0,0,0,0,2388,2388,0,0,0,0,0,0,0,2303,2303,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",21,21,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,143,0,143,17,108,1,3,9,5,68,0,68,11,49,1,2,2,3,75,0,75,6,59,0,1,7,2
,Ensimmäisen polven ulkomaalainen,123,0,123,16,92,1,3,9,2,58,0,58,10,42,1,2,2,1,65,0,65,6,50,0,1,7,1
,Toisen polven ulkomaalainen,20,0,20,1,16,0,0,0,3,10,0,10,1,7,0,0,0,2,10,0,10,0,9,0,0,0,1
Taivalkoski,Väestö yhteensä,4422,4365,57,17,27,0,0,5,8,2360,2342,18,7,4,0,0,3,4,2062,2023,39,10,23,0,0,2,4
,Syntyperältään suomalainen yhteensä,4365,4365,0,0,0,0,0,0,0,2342,2342,0,0,0,0,0,0,0,2023,2023,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4331,4331,0,0,0,0,0,0,0,2318,2318,0,0,0,0,0,0,0,2013,2013,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",34,34,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,57,0,57,17,27,0,0,5,8,18,0,18,7,4,0,0,3,4,39,0,39,10,23,0,0,2,4
,Ensimmäisen polven ulkomaalainen,50,0,50,16,27,0,0,5,2,15,0,15,7,4,0,0,3,1,35,0,35,9,23,0,0,2,1
,Toisen polven ulkomaalainen,7,0,7,1,0,0,0,0,6,3,0,3,0,0,0,0,0,3,4,0,4,1,0,0,0,0,3
Taivassalo - Tövsala,Väestö yhteensä,1690,1643,47,14,27,0,1,5,0,856,836,20,7,10,0,1,2,0,834,807,27,7,17,0,0,3,0
,Syntyperältään suomalainen yhteensä,1643,1643,0,0,0,0,0,0,0,836,836,0,0,0,0,0,0,0,807,807,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1633,1633,0,0,0,0,0,0,0,831,831,0,0,0,0,0,0,0,802,802,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",10,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,47,0,47,14,27,0,1,5,0,20,0,20,7,10,0,1,2,0,27,0,27,7,17,0,0,3,0
,Ensimmäisen polven ulkomaalainen,41,0,41,10,25,0,1,5,0,18,0,18,5,10,0,1,2,0,23,0,23,5,15,0,0,3,0
,Toisen polven ulkomaalainen,6,0,6,4,2,0,0,0,0,2,0,2,2,0,0,0,0,0,4,0,4,2,2,0,0,0,0
Tammela,Väestö yhteensä,6554,6519,35,19,7,2,1,4,2,3281,3264,17,12,2,0,1,1,1,3273,3255,18,7,5,2,0,3,1
,Syntyperältään suomalainen yhteensä,6519,6519,0,0,0,0,0,0,0,3264,3264,0,0,0,0,0,0,0,3255,3255,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",6486,6486,0,0,0,0,0,0,0,3248,3248,0,0,0,0,0,0,0,3238,3238,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",33,33,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,35,0,35,19,7,2,1,4,2,17,0,17,12,2,0,1,1,1,18,0,18,7,5,2,0,3,1
,Ensimmäisen polven ulkomaalainen,31,0,31,16,7,2,1,4,1,14,0,14,10,2,0,1,1,0,17,0,17,6,5,2,0,3,1
,Toisen polven ulkomaalainen,4,0,4,3,0,0,0,0,1,3,0,3,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Tampere - Tammerfors,Väestö yhteensä,215168,202822,12346,2322,3653,1331,492,4395,153,103947,97492,6455,1278,1665,845,275,2317,75,111221,105330,5891,1044,1988,486,217,2078,78
,Syntyperältään suomalainen yhteensä,202822,202822,0,0,0,0,0,0,0,97492,97492,0,0,0,0,0,0,0,105330,105330,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",200853,200853,0,0,0,0,0,0,0,96458,96458,0,0,0,0,0,0,0,104395,104395,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",1969,1969,0,0,0,0,0,0,0,1034,1034,0,0,0,0,0,0,0,935,935,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,12346,0,12346,2322,3653,1331,492,4395,153,6455,0,6455,1278,1665,845,275,2317,75,5891,0,5891,1044,1988,486,217,2078,78
,Ensimmäisen polven ulkomaalainen,10507,0,10507,2104,3113,1115,458,3623,94,5511,0,5511,1161,1379,732,257,1935,47,4996,0,4996,943,1734,383,201,1688,47
,Toisen polven ulkomaalainen,1839,0,1839,218,540,216,34,772,59,944,0,944,117,286,113,18,382,28,895,0,895,101,254,103,16,390,31
Tarvasjoki,Väestö yhteensä,1944,1923,21,5,4,1,0,10,1,958,950,8,3,1,0,0,4,0,986,973,13,2,3,1,0,6,1
,Syntyperältään suomalainen yhteensä,1923,1923,0,0,0,0,0,0,0,950,950,0,0,0,0,0,0,0,973,973,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1911,1911,0,0,0,0,0,0,0,945,945,0,0,0,0,0,0,0,966,966,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",12,12,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,21,0,21,5,4,1,0,10,1,8,0,8,3,1,0,0,4,0,13,0,13,2,3,1,0,6,1
,Ensimmäisen polven ulkomaalainen,19,0,19,5,3,1,0,9,1,7,0,7,3,0,0,0,4,0,12,0,12,2,3,1,0,5,1
,Toisen polven ulkomaalainen,2,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Tervo,Väestö yhteensä,1700,1681,19,6,13,0,0,0,0,875,867,8,3,5,0,0,0,0,825,814,11,3,8,0,0,0,0
,Syntyperältään suomalainen yhteensä,1681,1681,0,0,0,0,0,0,0,867,867,0,0,0,0,0,0,0,814,814,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",1679,1679,0,0,0,0,0,0,0,867,867,0,0,0,0,0,0,0,812,812,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,19,0,19,6,13,0,0,0,0,8,0,8,3,5,0,0,0,0,11,0,11,3,8,0,0,0,0
,Ensimmäisen polven ulkomaalainen,17,0,17,6,11,0,0,0,0,8,0,8,3,5,0,0,0,0,9,0,9,3,6,0,0,0,0
,Toisen polven ulkomaalainen,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0
Tervola,Väestö yhteensä,3387,3357,30,17,8,1,0,1,3,1747,1729,18,13,1,0,0,1,3,1640,1628,12,4,7,1,0,0,0
,Syntyperältään suomalainen yhteensä,3357,3357,0,0,0,0,0,0,0,1729,1729,0,0,0,0,0,0,0,1628,1628,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3316,3316,0,0,0,0,0,0,0,1712,1712,0,0,0,0,0,0,0,1604,1604,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",41,41,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,30,0,30,17,8,1,0,1,3,18,0,18,13,1,0,0,1,3,12,0,12,4,7,1,0,0,0
,Ensimmäisen polven ulkomaalainen,27,0,27,15,8,1,0,1,2,16,0,16,12,1,0,0,1,2,11,0,11,3,7,1,0,0,0
,Toisen polven ulkomaalainen,3,0,3,2,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Teuva - Östermark,Väestö yhteensä,5847,5800,47,20,18,0,5,1,3,2965,2936,29,12,12,0,2,1,2,2882,2864,18,8,6,0,3,0,1
,Syntyperältään suomalainen yhteensä,5800,5800,0,0,0,0,0,0,0,2936,2936,0,0,0,0,0,0,0,2864,2864,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",5772,5772,0,0,0,0,0,0,0,2918,2918,0,0,0,0,0,0,0,2854,2854,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",28,28,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,47,0,47,20,18,0,5,1,3,29,0,29,12,12,0,2,1,2,18,0,18,8,6,0,3,0,1
,Ensimmäisen polven ulkomaalainen,44,0,44,19,18,0,5,1,1,28,0,28,12,12,0,2,1,1,16,0,16,7,6,0,3,0,0
,Toisen polven ulkomaalainen,3,0,3,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1
Tohmajärvi,Väestö yhteensä,4992,4776,216,7,200,1,1,5,2,2570,2504,66,4,60,0,0,1,1,2422,2272,150,3,140,1,1,4,1
,Syntyperältään suomalainen yhteensä,4776,4776,0,0,0,0,0,0,0,2504,2504,0,0,0,0,0,0,0,2272,2272,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",4758,4758,0,0,0,0,0,0,0,2494,2494,0,0,0,0,0,0,0,2264,2264,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",18,18,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,216,0,216,7,200,1,1,5,2,66,0,66,4,60,0,0,1,1,150,0,150,3,140,1,1,4,1
,Ensimmäisen polven ulkomaalainen,203,0,203,6,189,1,1,5,1,61,0,61,3,57,0,0,1,0,142,0,142,3,132,1,1,4,1
,Toisen polven ulkomaalainen,13,0,13,1,11,0,0,0,1,5,0,5,1,3,0,0,0,1,8,0,8,0,8,0,0,0,0
Toholampi,Väestö yhteensä,3485,3454,31,10,14,0,0,4,3,1749,1735,14,5,8,0,0,0,1,1736,1719,17,5,6,0,0,4,2
,Syntyperältään suomalainen yhteensä,3454,3454,0,0,0,0,0,0,0,1735,1735,0,0,0,0,0,0,0,1719,1719,0,0,0,0,0,0,0
,"Suomalainen, syntynyt Suomessa",3428,3428,0,0,0,0,0,0,0,1724,1724,0,0,0,0,0,0,0,1704,1704,0,0,0,0,0,0,0
,"Suomalainen, syntynyt ulkomailla",26,26,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
,Syntyperältään ulkomaalainen yhteensä,31,0,31,10,14,0,0,4,3,14,0,14,5,8,0,0,0,1,17,0,17,5,6,0,0,4,2
,Ensimmäisen polven ulkomaalainen,29,0,29,10,14,0,0,4,1,13,0,13,5,8,0,0,0,0,16,0,16,5,6,0,0,4,1
,Toisen polven ulkomaalainen,2,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Toivakka,Väestö yhteensä,2475,2457,18,7,7,1,1,0,2,1262,1254,8,4,1,1,0,0,2,1213,1203,10,3,6,0,1,0,0
